Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
1946,4040432,74792.0,1911,1,100,73.1,9.8,0.2,8.84,40.738585,-73.99384,5.0,54.0,5.308762624409575,2.179286876649552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2845,4335309,230000.0,2003,1,100,148.5,11.8,1.1,,40.757831,-73.991189,4.0,121.0,7.1770187659099,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
938,4947946,51716.0,2005,1,100,71.5,6.7,0.5,40.05,40.721237,-73.981569,3.0,2202.0,4.8721392168423305,3.6901286735143684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7116,3433040,53560.0,1923,1,100,96.4,4.1,0.9,,40.842499,-73.913831,4.0,209.0,5.550242719287699,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1589,2640491,224400.0,1929,1,100,71.7,13.1,0.1,28.16,40.754952,-73.991467,4.0,115.0,6.0879104453762345,3.3379025312898416,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5159,2775683,93939.0,1986,1,100,55.4,2.0,0.1,,40.787105,-73.945002,11.0,164.0,5.80392942326114,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1654,2663922,109132.0,1980,1,100,67.5,7.0,0.0,123.58,40.74705,-73.994854,5.0,95.0,2.151762203259462,4.816888719632834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1352,3108944,140044.0,1912,1,100,111.4,19.7,0.2,,40.737992,-73.998369,2.0,71.0,5.976604684200958,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4272,2670604,79341.0,1938,1,100,73.8,6.4,0.0,,40.775466,-73.96483,8.0,130.0,1.308332819650179,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14850,2563226,53856.0,2005,1,100,124.4,,,32.58,40.579999,-74.131359,2.0,279.0,5.492649836008127,3.4836986031738992,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
12344,2977913,61500.0,1931,1,100,111.1,3.9,0.1,182.11,,,,,6.045715961939898,5.2046109001077285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14191,2771697,70592.0,1929,1,100,70.4,3.8,0.6,87.6,,,,,5.50573795739701,4.472780997942346,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8979,2646603,837998.0,1865,1,100,42.2,3.0,0.3,13.24,40.690891,-73.985951,2.0,37.0,7.722367596823259,2.5832425505088623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10020,4574542,,1923,1,75,47.2,13.6,,22.56,,,,,,3.1161784266298582,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2496,2652695,105000.0,1936,1,100,75.4,,,36.13,40.748752,-73.977461,6.0,80.0,6.175035323302368,3.587123545159549,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4172,5027577,163787.0,1958,1,100,42.1,4.7,0.0,,40.765151,-73.970257,8.0,11401.0,1.5040773967762742,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7833,3522944,75065.0,1966,1,100,108.3,10.6,0.8,,40.858336,-73.883241,6.0,397.0,5.85678964378138,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7932,4004165,93000.0,1928,1,100,48.0,3.6,0.4,105.34,40.867269,-73.893479,7.0,40304.0,5.152713392689245,4.657193214055243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
596,2690957,181297.0,2009,1,100,99.2,15.4,0.1,50.76,40.709729,-74.013818,1.0,13.0,3.9415818076696905,3.927108642846187,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11834,3349786,86763.0,1975,1,100,90.7,16.7,0.4,146.93,40.649698,-73.898349,18.0,974.0,5.344723739362192,4.989956282887855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
611,3058791,558327.0,1986,1,100,60.2,14.3,,0.15,40.709114,-74.008812,1.0,1502.0,,-1.8971199848858813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7801,3061432,106190.0,1910,1,100,77.1,3.5,0.7,,40.879454,-73.901253,8.0,277.0,6.002651736498547,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6545,4631626,235000.0,1971,1,100,70.7,5.2,0.6,66.9,40.832271,-73.912652,4.0,175.0,6.491633590685444,4.203198967134183,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4809,2669795,51184.0,1917,1,100,71.6,4.1,0.0,29.0,40.778706,-73.957769,8.0,14801.0,5.4823042026610525,3.367295829986474,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9462,3857506,62722.0,1937,1,100,73.0,2.6,0.7,43.86,40.665478,-73.955938,9.0,323.0,5.495937960631161,3.781002742989742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9266,2665599,165367.0,1940,1,100,110.0,5.1,1.0,73.79,,,,,6.693323668269949,4.301223221070275,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6137,3135844,51070.0,1927,1,100,127.1,5.0,0.0,111.61,40.862563,-73.926509,12.0,285.0,6.03524216945387,4.715010651667623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11443,3538161,66875.0,1926,1,100,67.3,2.7,0.6,17.98,40.6093,-73.953273,15.0,550.0,5.478970866241294,2.8892600290434745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3181,4405683,92239.0,1927,1,100,56.2,4.5,0.0,31.96,40.778778,-73.985214,7.0,159.0,5.6791481936978405,3.464485120898074,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,2270240,343902.0,1959,1,95,52.3,11.8,0.1,,40.706397,-74.006341,1.0,1502.0,5.273512247629066,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4199,3127071,80985.0,1924,1,100,67.8,4.5,0.0,16.88,40.767746,-73.967668,8.0,122.0,5.974826905954958,2.826129489167811,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10751,3275224,62320.0,1960,1,100,75.0,3.3,0.7,13.42,40.635607,-73.948939,14.0,786.0,5.4480296397763635,2.5967461315435356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11897,4101371,185000.0,1967,1,95,91.4,5.1,0.8,49.84,40.575745,-73.962217,13.0,36002.0,6.604079316776007,3.908817874479198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4554,2701678,78635.0,2006,1,100,89.4,16.9,0.3,,40.773179,-73.954704,8.0,134.0,4.60816569496789,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10513,2715862,98681.0,1941,1,100,71.8,3.3,0.7,45.2,40.653675,-73.962746,14.0,50804.0,5.843254519942795,3.8110970868381857,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5384,2674768,54520.0,1925,1,100,78.9,4.4,0.7,37.52,40.796792,-73.970861,7.0,187.0,5.218191322068752,3.624874124138024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5489,4398458,93293.0,1927,1,100,59.5,3.5,0.0,32.32,40.801768,-73.968912,7.0,191.0,5.771129548115811,3.4756862336528944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4283,3107157,183101.0,1926,1,100,55.9,5.3,0.0,21.57,40.7753,-73.960772,8.0,142.0,6.267200548541362,3.071303460401065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8978,2686404,89013.0,1895,1,70,89.2,17.2,0.3,59.52,40.690019,-73.986701,2.0,37.0,4.9614450499054845,4.086312390524837,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11583,2677890,85680.0,1955,1,100,67.7,4.8,0.5,30.84,40.585692,-73.961488,13.0,370.0,5.462983988103271,3.4288125486951286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
582,4042884,432093.0,1905,1,90,42.1,12.2,,21.17,40.708486,-74.011113,1.0,13.0,,3.0525850851467737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6033,2665462,85482.0,1978,1,100,115.9,5.0,1.0,121.79,40.845538,-73.936507,12.0,263.0,5.97609706997686,4.802298250099019,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
637,3089523,76988.0,1905,1,100,53.8,6.1,0.4,,40.709359,-74.006644,1.0,1502.0,4.694096395182493,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1523,4978579,183484.0,1966,1,100,110.2,24.8,0.2,,40.742233,-74.002494,4.0,83.0,5.549853992363464,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14018,2952005,157223.0,1948,11,100,134.5,2.0,0.5,61.93,,,,,7.046647277848756,4.1260047149499695,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8961,5828049,869066.0,2015,1,95,57.5,7.6,0.3,,40.692126,-73.9847,2.0,15.0,7.17273151389828,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5685,4907222,65172.0,1926,1,100,72.5,4.3,0.6,50.17,40.813557,-73.961139,9.0,211.0,5.28978103552575,3.9154172384961616,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8040,5244611,63000.0,1926,1,100,52.7,2.7,0.1,57.92,40.87487,-73.877886,7.0,423.0,5.266826699456666,4.059062748077461,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11900,4403925,86100.0,1928,1,100,77.3,2.9,0.7,2.51,40.576708,-73.961281,13.0,36002.0,5.731073334892105,0.9202827531436925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3281,2658144,58266.0,1941,1,100,63.9,3.7,0.0,,40.784512,-73.981558,7.0,167.0,5.481055503227208,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,4440047,749142.0,1953,12,100,35.5,7.7,0.1,62.55,,,,,5.699439725222064,4.13596623691292,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7627,2653303,141800.0,1938,1,100,73.1,4.1,0.6,147.92,40.858154,-73.909053,5.0,251.0,6.102782283239935,4.996671587078869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9733,4404446,448000.0,1946,4,100,99.0,4.0,0.9,44.86,40.687542,-73.967689,2.0,197.0,7.607033625472322,3.803546529092062,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12770,4768199,85360.0,1954,1,100,19.9,3.7,0.1,,,,,,3.5524868292083815,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11324,4039681,55200.0,1938,1,100,75.3,3.7,0.7,60.71,40.632292,-73.957642,14.0,764.0,5.209486152841421,4.106108429142343,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2727,2290685,540000.0,1989,1,100,60.2,15.5,,40.52,40.763544,-73.979348,5.0,137.0,,3.7017956793804827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8441,4046136,81710.0,1954,1,100,96.9,4.8,0.0,,40.855525,-73.86053,11.0,248.0,6.1911347422365495,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8805,2807764,207100.0,1950,1,100,56.9,3.2,0.5,33.29,40.887266,-73.911646,8.0,297.0,6.217802989318711,3.5052570515869337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10564,4411821,73374.0,1935,1,100,63.8,3.0,0.6,34.55,40.653695,-73.957362,14.0,79602.0,5.3831179682405015,3.542407550213679,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2373,3921492,235264.0,1960,1,100,127.6,5.9,1.1,34.14,40.736199,-73.986353,6.0,50.0,7.148109867026701,3.5304697173662944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7180,4413489,80370.0,1915,2,100,169.7,9.6,1.5,65.69,40.845745,-73.917105,5.0,217.0,6.511448108658739,4.184946706904381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14774,3393340,129333.0,1992,1,100,157.1,16.9,1.1,,40.622968,-74.078742,1.0,27.0,6.510853401534461,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2763,5979505,141335.0,2013,1,100,69.2,10.2,0.4,,40.755717,-73.98828,5.0,113.0,5.741078259399898,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4417,3166885,322852.0,1984,1,100,154.8,14.0,0.0,,40.762657,-73.965338,8.0,110.0,2.5257286443082556,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12717,3113119,51890.0,1937,1,100,121.5,4.3,0.0,165.45,,,,,6.081305251107771,5.1086690343676215,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4911,2734746,266776.0,1987,1,100,75.6,9.3,0.4,40.79,40.780606,-73.952243,8.0,14602.0,6.204759762367377,3.708436953329467,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6831,5915700,54684.0,1931,1,100,127.6,15.5,0.8,134.51,40.803026,-73.912209,1.0,19.0,5.564520407322694,4.90163854572049,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2680,5847192,75421.0,1905,1,100,154.2,44.5,,79.12,40.75654,-73.98414,5.0,119.0,,4.370965687314457,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13680,2664467,212277.0,1947,1,100,89.5,5.1,0.7,106.64,,,,,6.532625370670046,4.6694586758704535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3047,4401485,212000.0,1917,1,100,69.7,1.4,,38.23,40.773304,-73.978904,7.0,153.0,6.955115850341975,3.6436205477083212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14336,4403943,128148.0,1962,1,100,112.5,5.4,0.7,0.0,,,,,6.537415972849347,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8172,2818660,66456.0,1931,1,100,94.8,4.7,0.8,148.98,40.825023,-73.877378,9.0,5001.0,5.7698822763607245,5.00381206874813,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1558,4032910,342596.0,1927,1,95,99.2,17.0,,23.69,40.753717,-73.996051,4.0,111.0,7.059273926621047,3.165053018170694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14507,4940361,100752.0,1984,1,100,72.8,4.5,0.6,,,,,,5.725217755376266,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10591,3987737,66600.0,1937,1,100,69.7,2.4,0.6,33.29,40.647895,-73.964735,14.0,512.0,5.548297571815806,3.5052570515869337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10738,4926042,83390.0,1931,1,100,67.5,3.5,0.6,,40.634073,-73.95798,14.0,764.0,5.508578292031233,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4396,2790741,76130.0,1999,1,100,76.1,11.8,0.4,53.67,40.772899,-73.960033,8.0,128.0,4.799914262780603,3.9828541861887374,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
377,2736142,169632.0,1949,1,100,61.1,1.3,0.6,,40.585642,-73.968728,13.0,37401.0,5.136386499401816,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5832,4926083,58914.0,1926,1,100,123.7,4.1,0.5,87.84,40.826519,-73.952445,9.0,229.0,6.024899323194219,4.47551697776122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2960,4956491,113479.0,2013,1,100,86.0,13.2,0.4,,40.7641,-73.994275,4.0,129.0,5.292802185859927,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
