Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
11367,2661787,97620.0,1931,1,100,64.2,2.6,0.6,53.93,40.619533,-73.956458,14.0,538.0,5.6503816979290855,3.9876869093491356,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10801,3094917,191476.0,1956,1,100,55.9,3.7,0.0,,40.642974,-73.977169,12.0,488.0,6.414114479970247,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2146,5793879,79056.0,1925,1,40,77.7,17.5,0.2,,40.751923,-73.983073,5.0,84.0,4.312140507209715,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3059,2674043,384336.0,1930,1,100,58.8,5.3,0.4,16.65,40.775008,-73.976853,7.0,157.0,6.8058332892567535,2.8124102164264526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12851,4040473,100796.0,1962,1,100,88.2,5.4,0.7,52.22,,,,,5.938591057500914,3.955465563270983,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9023,3527508,352698.0,1967,1,100,75.5,3.7,0.7,,40.699994,-73.99098,2.0,1.0,7.109961159081466,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13515,4408054,260961.0,1952,1,100,72.9,8.7,0.5,54.29,,,,,6.42422051545205,3.9943400479173596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5495,2669362,75600.0,1952,1,100,55.3,2.3,0.0,,40.802794,-73.969464,7.0,195.0,5.737217250742439,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7764,4926029,76860.0,1923,1,100,17.0,3.4,0.1,60.59,40.871273,-73.90248,8.0,273.0,3.0252910757955354,4.104129862956897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11466,3428319,106800.0,1952,1,100,80.3,3.2,0.7,48.14,40.607935,-73.953037,15.0,550.0,6.152945438030085,3.874113432354926,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3700,2719697,125632.0,1915,1,100,136.4,25.6,,,40.754001,-73.980495,5.0,94.0,6.067962518080707,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5914,3526792,80678.0,1930,1,100,65.9,2.5,0.0,44.65,40.834398,-73.947821,12.0,241.0,5.827473946998751,3.798854307322508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12330,2664185,114000.0,1935,1,100,120.7,5.2,1.1,61.67,,,,,6.26985357264817,4.1217975890034015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11935,2806034,77312.0,2000,1,100,83.7,6.3,0.7,71.13,40.576844,-73.958588,13.0,61002.0,5.406274508053129,4.264509188745424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5057,4397341,53136.0,1903,1,100,81.0,4.8,,54.43,40.797768,-73.951306,10.0,186.0,5.539300835990577,3.9969154724461085,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
920,5965807,68396.0,2010,1,100,72.3,11.6,0.3,,40.719807,-73.983048,3.0,2201.0,4.472780997942346,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5415,2665086,108052.0,1928,1,100,51.7,3.0,0.5,,40.800578,-73.966023,7.0,195.0,5.6461533618195645,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11747,3114730,221395.0,1963,1,100,56.6,5.5,0.4,26.87,40.627691,-73.956755,14.0,762.0,6.283574302886914,3.2910104226273997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1945,2539063,106770.0,1905,1,100,53.7,11.7,0.0,3.14,40.738349,-73.993277,5.0,54.0,4.651099117876491,1.144222799920162,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12964,3114367,151700.0,1950,2,100,76.1,5.8,0.6,62.37,,,,,6.025624398754687,4.1330843905380314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14684,4405014,89412.0,1961,1,100,58.1,3.5,0.2,29.69,,,,,5.583496308781699,3.3908102887756684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12966,2967132,169348.0,1962,1,100,82.6,4.0,0.7,39.87,,,,,6.648855007955808,3.6856241613932634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9207,5869034,54770.0,1931,1,90,83.6,3.8,0.0,,40.645592,-74.002076,7.0,94.0,5.699774453258662,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11440,4629905,65000.0,1929,1,95,102.5,3.2,1.0,109.54,40.608726,-73.954009,15.0,550.0,5.751619804070361,4.696289779355575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11117,2729072,84000.0,1921,1,100,69.8,3.7,0.6,34.67,40.61709,-74.035958,10.0,54.0,5.439816928821736,3.545874759696932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5619,2809866,56423.0,1980,1,100,81.9,1.2,0.8,,40.808264,-73.95844,9.0,20701.0,5.484381909620826,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3842,3351438,406261.0,1924,1,100,127.4,15.4,0.8,66.93,40.755685,-73.972943,6.0,92.0,7.388451537766616,4.203647297112551,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8103,4998733,190600.0,2013,1,100,21.5,1.6,0.2,,40.88086,-73.870646,12.0,435.0,4.852811208902689,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11873,5053345,72715.0,2007,1,75,48.0,6.6,0.3,31.21,40.5773,-73.966982,13.0,362.0,4.592084946439436,3.440738556282688,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4235,4921988,163600.0,1959,1,100,62.1,5.8,,,40.772415,-73.966525,8.0,130.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5882,2658417,58674.0,1922,1,100,93.9,3.7,0.9,25.69,40.831815,-73.943545,12.0,241.0,5.5782192516808555,3.2461018111217923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9037,2653493,66400.0,1924,1,100,64.4,3.8,0.6,24.38,40.695756,-73.993851,2.0,501.0,5.28978103552575,3.1937631240531252,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12738,2799466,71000.0,1956,1,100,88.8,5.1,0.8,159.02,,,,,5.589866950526307,5.069029980473338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14163,3114718,62256.0,1950,1,100,83.3,3.2,0.7,75.81,,,,,5.593595515621446,4.328230210068212,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2764,2684811,1266887.0,2007,1,100,140.0,16.6,0.6,20.6,40.756039,-73.990651,5.0,113.0,8.561917960195746,3.0252910757955354,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10021,4412881,63700.0,1931,1,100,29.6,,,,40.705084,-73.930765,1.0,453.0,3.977810745966149,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3280,3114396,58266.0,1911,1,100,68.5,3.5,0.0,,40.784484,-73.981497,7.0,167.0,5.575191240283214,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2875,4951990,56935.0,2004,1,100,116.1,15.4,0.7,44.77,40.764769,-73.986181,4.0,133.0,5.17953383055807,3.8015382722528743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8924,4409002,89050.0,1902,1,100,68.2,4.7,0.6,,40.699803,-73.984081,2.0,23.0,5.822749993720244,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5066,4407706,127564.0,2013,1,100,95.6,8.8,0.7,,40.801082,-73.947421,10.0,190.0,6.084043728401075,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7502,5064601,50750.0,1922,1,100,124.3,5.9,,166.4,40.846026,-73.880245,6.0,363.0,5.992464047441065,5.114394528387108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12145,5837730,51108.0,1931,1,100,80.0,3.0,0.1,83.07,,,,,5.703115585668497,4.41968362585098,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9343,4472262,67038.0,1925,1,100,84.2,6.4,0.7,42.15,40.675262,-73.967936,8.0,207.0,5.201806466167193,3.7412346844478646,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2608,3121027,265541.0,1975,1,100,105.5,5.6,0.9,49.17,40.738103,-73.97933,6.0,66.0,7.0926568380394786,3.895283681423848,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2803,2668927,380441.0,1960,1,100,65.9,5.5,0.5,,40.763636,-73.985113,5.0,131.0,7.04088659158532,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
441,4932057,104463.0,1949,1,100,22.6,0.1,0.2,,,,,,4.816241156068032,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11643,3494791,54000.0,1934,1,100,76.3,2.6,0.7,51.99,40.595929,-73.950762,15.0,592.0,5.399519247057004,3.9510513923956245,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11883,4940380,59640.0,1927,1,100,64.3,3.9,0.5,,40.576327,-73.964056,13.0,36001.0,5.081404364984463,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
914,4862181,56354.0,1930,1,100,46.9,8.1,0.2,24.57,40.717707,-73.983828,3.0,12.0,4.037774210733707,3.201526186533088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13403,3965152,133140.0,1960,1,90,64.9,,0.7,93.96,,,,,6.0674992333839795,4.542869159790712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5391,4344097,107869.0,1926,1,100,82.6,4.2,0.7,42.31,40.797498,-73.971558,7.0,187.0,5.9707515055104405,3.7450234647319762,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7934,4115738,150000.0,1922,1,100,14.5,2.8,0.0,,40.866413,-73.894132,7.0,40304.0,3.966511190712216,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8031,5090184,70000.0,1926,1,100,115.9,3.5,0.0,41.78,40.875858,-73.880549,7.0,419.0,6.291939441358515,3.7324177561284198,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5318,4040856,92431.0,2007,1,100,126.0,21.1,0.6,29.17,40.794049,-73.966644,7.0,185.0,5.639777144680289,3.37314078387963,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11380,4955254,81720.0,1961,1,100,115.5,4.7,1.1,61.2,40.61747,-73.95701,14.0,538.0,6.039778407386533,4.11414718951828,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10808,2790517,61920.0,1963,1,100,80.6,3.5,0.7,38.13,40.644242,-73.974275,12.0,494.0,5.509793112994564,3.6410013738694724,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,2780733,365100.0,1980,1,100,0.0,,0.0,,40.807023,-73.958712,9.0,20101.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
5431,3211680,83519.0,1909,1,100,39.8,4.6,0.2,55.46,40.803251,-73.964501,9.0,199.0,4.664382045619937,4.015662040187632,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3734,2397515,102519.0,1926,1,100,106.3,21.9,,,40.757082,-73.976145,5.0,94.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5012,2702536,121120.0,1988,1,100,76.4,11.8,0.4,53.32,40.772169,-73.946801,8.0,136.0,5.292802185859927,3.976311495310508,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8065,2750271,53700.0,1962,1,100,94.2,4.4,0.9,92.79,40.880718,-73.876617,7.0,431.0,5.4480296397763635,4.530338875365088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2544,2694336,170080.0,1963,1,100,90.6,5.6,0.4,48.45,40.739981,-73.98187,6.0,66.0,6.78094411211575,3.880532338336775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13544,2805398,77832.0,1928,1,100,85.4,4.4,0.8,37.52,,,,,5.768320995793772,3.624874124138024,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12669,2809649,118770.0,1932,1,100,111.2,6.1,1.0,41.69,,,,,6.338594078203183,3.7302612918927056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5971,2749509,58269.0,1930,1,100,95.7,6.0,0.3,77.03,40.8379,-73.942083,12.0,245.0,5.826589903917748,4.344194956364874,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5273,5028424,73341.0,2010,1,100,51.7,6.0,0.3,,40.803387,-73.936034,11.0,242.0,4.664382045619937,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7063,4046950,52800.0,1949,1,100,79.7,4.7,0.7,,40.840492,-73.909854,4.0,225.0,5.202356975402125,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1752,4038849,371863.0,1963,1,100,58.5,6.3,,,40.738651,-73.999599,4.0,81.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4057,2790015,73000.0,1929,1,100,48.0,3.7,,,40.758759,-73.964008,6.0,108.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2990,2734969,153363.0,2008,1,100,97.6,19.3,0.3,60.93,40.764317,-73.995784,4.0,129.0,5.551019720103791,4.109725664260403,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11116,2674524,68640.0,1899,1,100,78.8,2.5,0.8,109.78,40.615319,-74.0304,10.0,162.0,5.547518452181536,4.698478363121743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13328,2669107,125272.0,1930,1,100,78.5,6.5,0.6,,,,,,5.915123313851259,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9970,2790750,55337.0,2008,1,100,79.8,8.4,0.6,70.67,40.718972,-73.950498,1.0,515.0,4.975353479951616,4.258021154702763,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10343,2606174,68780.0,1962,1,100,81.1,5.3,0.7,3.21,40.660495,-73.872512,5.0,1078.0,5.423627557513483,1.1662709371419244,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12599,2805492,85804.0,1931,1,100,65.2,3.0,0.6,58.99,,,,,5.6153154933338705,4.077367938014984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10094,4951645,166044.0,1954,1,100,12.3,3.5,0.0,,40.693852,-73.925927,4.0,395.0,1.1314021114911006,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11631,4403921,72854.0,2007,1,100,17.3,5.1,0.0,34.89,40.598704,-73.951264,15.0,578.0,,3.5522002551986827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11565,5934968,53351.0,2012,1,100,18.5,4.7,0.0,6.67,40.587998,-73.973861,15.0,37402.0,2.0014800002101243,1.8976198599275322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5022,4038906,81215.0,1962,1,100,51.1,4.2,,,40.775004,-73.947027,8.0,14401.0,5.571012696691494,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10137,2774836,90095.0,1982,1,100,92.5,7.1,0.7,,40.685266,-73.906646,4.0,403.0,5.831002324666921,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
